"","SITE_CODE","LATITUDE","LONGITUDE","WIPWL","PROJECT"
"4073","13-TINW-0.5",41.573251,-74.18353,"1306-0068","Undefined"
"4074","13-WALK-46.6",41.41222,-74.37805,"1306-0017","Undefined"
"4075","13-WALK-60.1",41.29083,-74.53056,"1306-0017","Undefined"
"4076","13-TRAV-2.7",42.011792,-74.303649,"1307-0007","Undefined"
"4077","13-WALK-9.8",41.765737,-74.092973,"1306-0027","Undefined"
"4078","13-WALK_T13-1.3",41.75489,-74.08368,"1306-0040","Undefined"
"4079","13-VERK-2.9",41.628,-74.331,"1306-0054","Undefined"
"4080","13-WALK-11.6",41.743866,-74.093447,"1306-0027","Undefined"
"4081","13-WALK_T44-3.0",41.42274,-74.32401,"1306-0061","Undefined"
"4082","13-WAPP-10.7",41.68361,-73.86666,"1305-0013","Undefined"
"4083","13-WAPP-15.9",41.74194,-73.82861,"1305-0013","Undefined"
"4084","13-WAPP-21.8",41.80389,-73.7825,"1305-0014","Undefined"
"4085","13-WALK-13.3",41.73004,-74.109888,"1306-0027","Undefined"
"4086","13-WALK-15.0",41.72124,-74.132787,"1306-0040","Undefined"
"4087","13-WAPP-29.2",41.86917,-73.71415,"1305-0014","Undefined"
"4088","13-WAWA-4.5",41.23833,-74.41804,"1306-0079","Undefined"
"4089","13-WCHEE-0.6",41.4086,-74.37299,"1306-0061","Undefined"
"4090","13-KIND-42.8",42.53593,-73.34624,"1310-0022","Undefined"
"4091","13-KLEI-0.1",41.76936,-74.09331,"1306-0042","Undefined"
"4092","13-LWAP-3.5",41.83389,-73.81889,"1305-0019","Undefined"
"4093","13-MANY-1.3",41.49333,-74.29389,"1306-0070","Undefined"
"4094","13-NORM-25.7",42.76458,-74.0026,"1311-0018","Undefined"
"4095","13-NORM-3.7",42.63445,-73.8,"1311-0010","Undefined"
"4096","13-NOST-0.3",42.09708,-73.54493,"1308-0021","Undefined"
"4097","13-POST-18.4",42.68806,-73.48916,"1301-0255","Undefined"
"4098","13-QKER-0.9",41.32722,-74.41639,"1306-0025","Undefined"
"4099","13-QUAK-0.2",41.49944,-73.53361,"1302-0057","Undefined"
"4100","13-ROND-2.8",41.90015528,-74.01739705,"1306-0030","Undefined"
"4101","13-ROND-32.2",41.75083,-74.35056,"1306-0089","Undefined"
"4102","13-BLKK-1.1",42.71081,-73.98769,"1311-0024","Undefined"
"4103","13-BUSK-0.2",41.97043,-74.27739,"1307-0029","Undefined"
"4104","13-CROI-16.2",42.49686,-73.97919,"1301-0231","Undefined"
"4105","13-CROI-2.3",42.44618,-73.80679,"1301-0230","Undefined"
"4106","13-EIGT-0.6",42.4355,-74.12272,"1309-0030","Undefined"
"4107","13-ESOP-21.7",41.87889,-74.145,"1307-0003","Undefined"
"4108","13-ESOP-28.7",41.9269,-74.19798,"1307-0003","Undefined"
"4109","13-GUNK-37.7",41.441342,-74.529772,"1306-0047","Undefined"
"4110","13-GUNK-40.3",41.421985,-74.56069,"1306-0048","Undefined"
"4111","13-KROM-1.1",42.70361,-73.71611,"1301-0027","Undefined"
"4112","13-KRUM-2.5",42.66833,-73.8275,"1311-0010","Undefined"
"4113","13-MASO-0.2",41.43765,-74.372867,"1306-0072","Undefined"
"4114","13-MASO-2.6",41.462605,-74.387089,"1306-0072","Undefined"
"4115","13-MILL-6.7",42.61278,-73.69555,"1301-0246","Undefined"
"4116","13-MONH-0.4",41.42361,-74.38111,"1306-0074","Undefined"
"4117","13-OTTK-2.4",41.45634,-74.20895,"1303-0025","Undefined"
"4118","13-QUAS-0.3",41.48806,-74.01305,"1301-0079","Undefined"
"4119","13-RHIN-4.3",41.9575,-73.89584,"1301-0210","Undefined"
"4120","13-ROND-4.1",41.885055,-74.029968,"1306-0088","Undefined"
"4121","13-ROND_T6-1.9",41.87236,-74.01782,"1306-0032","Undefined"
"4122","13-BASC_T17-2.4",42.5359,-74.07721,"1309-0028","Undefined"
"4123","13-CASP-1.7",41.63222,-73.92693,"1301-0195","Undefined"
"4124","13-CATS-6.2",42.25639,-73.90471,"1309-0004","Undefined"
"4125","13-DOOD-0.4",41.30103,-73.98634,"1301-0134","Undefined"
"4126","13-DOWE-1.9",42.5775,-73.8137,"1301-0239","Undefined"
"4127","13-ESOP-29.6",41.93404,-74.20404,"1307-0003","Undefined"
"4128","13-GUNK_T35-0.2",41.439605,-74.538899,"1306-0047","Undefined"
"4129","13-ROND-0.1",41.885055,-74.029968,"1306-0088","Undefined"
"4130","13-ESOP-16.1",41.92889,-74.06611,"1307-0003","Undefined"
"4131","13-ESOP-4.4",42.03028,-73.97583,"1307-0010","Undefined"
"4132","13-HAVI-2.3",41.49445,-73.546118,"1302-0057","Undefined"
"4133","13-HLKS-1.0",41.28611,-73.765,"1302-0049","Undefined"
"4134","13-LATT-5.7",41.65046,-74.00598,"1301-0193","Undefined"
"4135","13-LGUN-6.0",41.45587,-74.493797,"1306-0059","Undefined"
"4136","13-MONH-4.1",41.42833,-74.42389,"1306-0074","Undefined"
"4137","13-PERR-1.5",41.40632,-74.15423,"1303-0011","Undefined"
"4138","13-RIOG-0.7",41.40115,-74.359233,"1306-0061","Undefined"
"4139","13-RUTG-1.5",41.335792,-74.487986,"1306-0006","Undefined"
"4140","13-BLAG-3.4",42.575,-73.408,"1310-0043","Undefined"
"4141","13-CLDS-1.3",41.89556,-73.70582,"1305-0011","Undefined"
"4142","13-FISH-16.3",41.58778,-73.78972,"1304-0010","Undefined"
"4143","13-HUNT-1.9",41.25945,-73.84306,"1302-0047","Undefined"
"4144","13-LHUD-50.3",41.49782,-74.0014,"1301-0003","Undefined"
"4145","13-MOOD-0.8",41.45833,-74.03027,"1303-0010","Undefined"
"4146","13-POCH-1.8",41.300423,-74.47224,"1306-0078","Undefined"
"4147","13-BLKH-8.2",41.744376,-73.985304,"1301-0203","Undefined"
"4148","13-CNOP_T-0.1",41.37135,-73.87416,"1301-0141","Undefined"
"4149","13-EBCR-16.3",41.47769,-73.57744,"1302-0057","Undefined"
"4150","13-GILO-0.1",41.38987,-73.67697,"1302-0102","Undefined"
"4151","13-IDNK-0.5",41.83883,-73.93479,"1301-0197","Undefined"
"4152","13-KIND-0.2",42.31972,-73.74611,"1310-0021","Undefined"
"4153","13-LHUD-50.59",41.503851,-73.987582,"1301-0003","Undefined"
"4154","13-NORM-21.4",42.71369,-73.95532,"1311-0002","Undefined"
"4155","13-POST-0.8",42.71972,-73.68333,"1301-0068","Undefined"
"4156","10-ALDE-0.7",44.57167,-73.94384,"1003-0038","Undefined"
"4157","10-ALDE_T15-0.6",44.498208,-74.008785,"1003-0038","Undefined"
"4158","10-BEHA-1.0",44.67302,-73.72732,"1003-0053","Undefined"
"4159","10-BOQT-10.8",44.264529,-73.4012,"1004-0039","Undefined"
"4160","10-BOQT-23.2",44.24826,-73.52014,"1004-0046","Undefined"
"4161","10-BRAY-1.5",44.806416,-73.724275,"1002-0018","Undefined"
"4162","10-BRNC-0.4",44.21667,-73.59025,"1004-0040","Undefined"
"4163","10-CLIF-0.1",44.284907,-73.78886,"1004-0071","Undefined"
"4164","11-SACN_WNB-0.1",43.256579,-74.504486,"1104-0156","Undefined"
"4165","11-TBRK-1.0",43.72722,-73.82361,"1104-0210","Undefined"
"4166","11-THIR-0.3",43.740874,-74.061808,"1104-0030","Undefined"
"4167","11-UHUD-267.8",43.70083,-73.9825,"1104-0054","Undefined"
"4168","11-BOLT-0.1",43.654,-73.806,"1104-0201","Undefined"
"4169","11-LWHI-1.0",42.936227,-73.337102,"1102-0007","Undefined"
"4170","11-OWL-3.6",42.985,-73.38028,"1102-0005","Undefined"
"4171","11-SNOK-11.5",43.1825,-73.72221,"1101-0079","Undefined"
"4172","11-SQWA-0.1",43.740607,-74.295712,"1104-0060","Undefined"
"4173","11-TOMH-12.2",42.801,-73.54599,"1102-0021","Undefined"
"4174","11-UHUD-296.7",43.96445,-74.10501,"1104-0055","Undefined"
"4175","11-UHUD-313.2",44.078367,-74.055968,"1104-0056","Undefined"
"4176","11-BORE-1.8",43.81667,-74.06111,"1104-0261","Undefined"
"4177","11-BROB-0.3",43.783,-74.427,"1104-0278","Undefined"
"4178","11-CEDR-14.3",43.78333,-74.32082,"1104-0278","Undefined"
"4179","11-DERC-2.7",43.77611,-74.02917,"1104-0054","Undefined"
"4180","11-INDI-0.9",43.81611,-74.2075,"1104-0022","Undefined"
"4181","11-JESS-2.0",43.5825,-74.40667,"1104-0273","Undefined"
"4182","11-STEW-2.3",43.379,-73.837,"1104-0183","Undefined"
"4183","11-WHCK-0.5",43.012662,-73.378073,"1102-0026","Undefined"
"4184","11-LHOO-8.6",42.72528,-73.36666,"1102-0028","Undefined"
"4185","11-UHUD-286.0",43.82667,-74.19888,"1104-0054","Undefined"
"4186","11-SACN-38.0",43.31436,-74.252487,"1104-0062","Undefined"
"4187","11-SACN_W-2.0",43.36972,-74.32278,"1104-0063","Undefined"
"4188","11-SUNK-1.2",42.8394,-73.5065,"1102-0024","Undefined"
"4189","11-WLFC-0.9",43.357,-73.878,"1104-0186","Undefined"
"4190","11-WSTN_N-4.6",43.252,-74.329,"1104-0133","Undefined"
"4191","14-BSHR-3.7",41.4859,-74.57382,"1402-0040","Undefined"
"4192","14-CALL_E-0.4",41.756688,-75.027144,"1401-0117","Undefined"
"4193","14-NEVR-14.6",41.50444,-74.64778,"1402-0006","Undefined"
"4194","14-CALL_E-0.2",41.75845,-75.0293,"1401-0117","Undefined"
"4195","14-CALL_N-0.6",41.767805,-75.028513,"1401-0126","Undefined"
"4196","14-CHOL-0.4",42.06522,-74.94134,"1403-0093","Undefined"
"4197","14-NEVR_T20-0.3",41.4919,-74.6217,"1402-0041","Undefined"
"4198","14-COLD_T7-1.1",42.157587,-75.391342,"1404-0045","Undefined"
"4199","14-DELA-1.2",41.37222,-74.69722,"1401-0020","Undefined"
"4200","14-DELA-31.2",41.55442,-75.02014,"1401-0102","Undefined"
"4201","14-ROOD-0.2",42.00555,-75.35777,"1404-0027","Undefined"
"4202","14-SPRB-0.5",41.9676,-74.89881,"1403-0052","Undefined"
"4203","14-STEL-1.6",42.290683,-74.931473,"1404-0077","Undefined"
"4204","14-TENR-3.7",41.59927,-75.012365,"1401-0110","Undefined"
"4205","14-THRD-2.3",42.194798,-75.155098,"1404-0059","Undefined"
"4206","14-DELA-59.2",41.82344,-75.11362,"1401-0001","Undefined"
"4207","14-DELA-65.9",41.865244,-75.180279,"1401-0001","Undefined"
"4208","14-TOWN_T11-0.2",42.354719,-74.601596,"1404-0088","Undefined"
"4209","14-DRBR-2.1",42.140737,-74.603759,"1403-0041","Undefined"
"4210","14-PINE-4.4",41.548032,-74.57116,"1402-0034","Undefined"
"4211","14-UNVR_W-12.5",42.01111,-74.41389,"1402-0008","Undefined"
"4212","14-ESTB-2.2",42.186851,-75.099168,"1404-0063","Undefined"
"4213","14-WDEL-35.4",42.12861,-75.16054,"1404-0021","Undefined"
"4214","14-HAFY_T8-0.1",41.529982,-74.883949,"1401-0006","Undefined"
"4215","14-HAFY_T8-0.8",41.53975,-74.88535,"1401-0006","Undefined"
"4216","14-WDEL-51.0",42.20917,-74.97417,"1404-0003","Undefined"
"4217","14-WILB-0.2",41.572375,-74.477288,"1402-0037","Undefined"
"4218","14-WILL-14.5",41.91111,-74.72444,"1403-0026","Undefined"
"4219","14-ANAW-0.4",41.65778,-74.66293,"1402-0052","Undefined"
"4220","14-BASK_N-1.7",41.881163,-75.091213,"1401-0135","Undefined"
"4221","14-HURL-2.8",41.7445,-74.66709,"1401-0143","Undefined"
"4222","14-KIAM-0.1",41.66945,-74.62583,"1402-0005","Undefined"
"4223","14-WILL-3.1",41.92441,-74.87637,"1403-0059","Undefined"
"4224","14-BASS-0.2",42.390211,-74.647502,"1404-0076","Undefined"
"4225","14-BEAV-18.5",41.96611,-74.8925,"1403-0052","Undefined"
"4226","14-LBEV-2.0",41.88055,-74.81055,"1403-0062","Undefined"
"4227","14-LEBA-0.6",41.566455,-74.795962,"1401-0025","Undefined"
"4228","14-WILL-6.4",41.91453,-74.83163,"1403-0059","Undefined"
"4229","14-WLAK-5.8",41.6747,-74.8196,"1401-0057","Undefined"
"4230","14-BEAV-39.8",42.011547,-74.60543,"1403-0023","Undefined"
"4231","14-BEBR-8.2",41.57186,-74.91086,"1401-0090","Undefined"
"4232","14-BEEB-3.5",42.119651,-75.108847,"1404-0048","Undefined"
"4233","14-MONG_E-0.2",41.7075,-74.73054,"1401-0142","Undefined"
"4234","14-BETT-0.1",42.34361,-74.73306,"1404-0003","Undefined"
"4235","14-BRIS-2.0",41.77056,-74.90471,"1401-0118","Undefined"
"4236","14-MONG_M-5.6",41.77385,-74.7384,"1401-0067","Undefined"
"4237","17-LREL_T8-0.5",41.18906,-73.547876,"1702-0135","Undefined"
"4238","17-MAMR_T12-0.7",41.040879,-73.740421,"1702-0123","Undefined"
"4239","17-BRNX-12.3",40.95944,-73.821995,"1702-0107","Undefined"
"4240","17-BRNX-17.3",41.02417,-73.78306,"1702-0107","Undefined"
"4241","17-MDLB-0.6",40.75723021,-73.13686256,"unknown","Undefined"
"4242","17-PECN_T6-0.8",40.890779,-72.806949,"1701-0266","Undefined"
"4243","17-BYRM-1.3",41.12389,-73.70472,"1702-0133","Undefined"
"4244","17-MIAN-14.2",41.20139,-73.63389,"1702-0136","Undefined"
"4245","17-MIAN_E_T5-0.4",41.169757,-73.590008,"1702-0135","Undefined"
"4246","17-PENA-1.4",40.73028,-73.24416,"1701-0092","Undefined"
"4247","17-RARI_T50-0.2",40.526756,-74.169723,"1701-0188","Undefined"
"4248","16-SWEL-0.1",41.73461,-73.58066,"1601-0023","Undefined"
"4249","16-SWMP-6.8",41.64683,-73.56862,"1601-0015","Undefined"
"4250","17-CARL-1.8",40.71556,-73.32917,"1701-0089","Undefined"
"4251","17-CONQ-1.4",40.76306,-73.15167,"1701-0095","Undefined"
"4252","17-CSHA-1.9",40.841467,-73.45521,"1702-0156","Undefined"
"4253","17-MILI-2.9",41.2125,-73.55305,"1702-0137","Undefined"
"4254","17-MILR-5.3",40.704312,-73.65809,"1701-0221","Undefined"
"4255","17-EMED-0.4",40.664825,-73.569848,"1701-0211","Undefined"
"4256","17-GREN-0.4",40.73639,-73.09167,"1701-0096","Undefined"
"4257","17-OROW-0.6",40.73306,-73.22556,"1701-0094","Undefined"
"4258","17-RATT-0.1",40.74722,-73.14584,"1701-0095","Undefined"
"4259","17-SAMP-0.4",40.7042,-73.3136,"1701-0090","Undefined"
"4260","17-LEMN-1.3",40.52528,-74.20971,"1701-0149","Undefined"
"4261","17-OROW-2.0",40.751098,-73.228009,"1701-0094","Undefined"
"4262","17-PACH-0.4",40.76556,-73.02084,"1701-0099","Undefined"
"4263","17-SANT-1.7",40.69162,-73.3552,"1701-0016","Undefined"
"4264","17-SISO_T2-0.2",41.201647,-73.529464,"1702-0135","Undefined"
"4265","17-PECN-12.4",40.881235,-72.810457,"1701-0108","Undefined"
"4266","17-SWML-1.4",40.92528,-72.64971,"1701-0257","Undefined"
"4267","17-TUTL-2.1",40.775,-73.03361,"1701-0098","Undefined"
"4268","17-NISS-6.0",40.84889,-73.225,"1702-0235","Undefined"
"4269","10-ADKS11_2011-0.7",44.15621,-73.94629,"1004-0056","ADKS Acid Survey"
"4270","11-ADKS11_2010-0.3",44.13723,-73.96066,"1104-0056","ADKS Acid Survey"
"4271","02-CHAD-5.6",42.09363,-79.24155,"0202-0018","RIBS Screening"
"4272","02-FORA_W-0.5",42.059,-78.501,"0201-0049","RIBS Screening"
"4273","02-MIXC-1.7",42.0006,-78.412,"0201-0022","RIBS Screening"
"4274","02-STIL-3.8",42.044,-79.23099,"0202-0028","RIBS Screening"
"4275","02-WANG-8.6",42.07,-79.158,"0202-0014","Undefined"
"4276","07-FALL-17.9",42.5277,-76.3222,"0705-0056","Undefined"
"4277","13-USOP-20.7",42.06556,-74.46068,"1307-0011","Special Study"
"4278","14-BISC-0.7",41.99278,-74.50305,"1402-0008","Climate Change"
"4279","14-CHOL-0.4",42.06522,-74.94134,"1403-0093","Climate Change"
"4280","14-GBUR-0.8",42.2663,-74.85619,"1404-0070","Climate Change"
"4281","14-HUCK-0.4",42.11885,-74.67198,"1403-0043","Climate Change"
"4282","14-THOH-4.3",42.26294,-74.67198,"1403-0099","Climate Change"
"4283","14-WOFH-1.2",42.15028,-74.81598,"1403-0096","Climate Change"
"4284","02-CLER-1.3",42.22087,-79.05345,"0202-0047","RIBS Screening"
"4285","02-ISCH-17.2",42.35965,-78.4517,"0201-0053","RIBS Screening"
"4286","02-NEWR-0.2",42.163,-78.723,"0201-0038","RIBS Screening"
"4287","12-BATV-14.0",42.29528,-74.21333,"1202-0058","Special Study"
"4288","12-INDK-0.3",42.87028,-73.90639,"1201-0100","Undefined"
"4289","02-GVAL-9.7",42.249,-78.64,"0201-0012","RIBS Screening"
"4290","14-FALB-0.1",41.95528,-74.56834,"1402-0008","Climate Change"
"4291","12-MATT-0.9",43.02389,-74.38139,"1201-0225","Undefined"
"4292","12-LKIL-0.4",43.3586,-75.3881,"1201-0220","Undefined"
"4293","02-WANG-31.9",42.206,-79.01699,"0202-0017","RIBS Screening"
"4294","13-USOP-21.5",42.0545,-74.45748,"1307-0011","Undefined"
"4295","12-NCHU-3.2",42.96167,-74.17333,"1201-0031","Undefined"
"4296","14-FCLV-0.1",42.1148,-74.8903,"1403-0094","Climate Change"
"4297","02-CRIK-0.3",42.094,-78.854,"0201-0028","RIBS Screening"
"4298","02-FIVE-9.3",42.193,-78.472,"0201-0047","RIBS Screening"
"4299","02-SOMM-3.2",42.288,-78.60599,"0201-0012","RIBS Screening"
"4300","02-LEON-1.8",42.035,-78.62499,"0201-0002","RIBS Screening"
"4301","02-STOR-0.8",42.00868,-79.0835,"0202-0026","RIBS Screening"
"4302","02-WILO-0.8",42.192,-78.604,"0201-0041","RIBS Screening"
"4303","14-MLBR-9.0",42.06712,-74.59073,"1403-0039","Climate Change"
"4304","14-BAXT-3.6",42.06929,-75.10797,"1403-0090","Climate Change"
"4305","02-CSPG-9.0",42.195,-78.907,"0201-0031","RIBS Screening"
"4306","12-SHAK-1.8",42.76056,-73.79916,"1201-0079","Undefined"
"4307","12-BETY-0.2",42.489,-74.509,"1202-0050","Undefined"
"4308","14-CHSB-1.0",42.09418,-75.17786,"1404-0048","Climate Change"
"4309","02-ENSH-0.4",42.015642,-78.823087,"0201-0029","RIBS Screening"
"4310","13-BLAG_T2-1.7",42.59148,-73.42027,"1310-0043","RIBS Screening"
"4311","13-BLKH-8.2",41.744376,-73.985304,"1301-0203","RIBS Screening"
"4312","13-COEY-9.5",42.56222,-73.84111,"1301-0095","RIBS Screening"
"4313","13-SPRO-16.4",41.71605,-73.755239,"1304-0022","RIBS Screening"
"4314","13-TAGH-9.4",42.125539,-73.721999,"1310-0015","RIBS Screening"
"4315","13-WAPP_E-0.1",41.81357,-73.759,"1305-0022","RIBS Screening"
"4316","13-WAPP_ET5-2.4",41.765795,-73.771091,"1305-0022","Undefined"
"4317","13-GIDN-4.9",41.553012,-74.0432,"1301-0187","RIBS Screening"
"4318","13-IDLE-0.8",41.443981,-74.027293,"1301-0169","RIBS Screening"
"4319","13-MUSC-3.8",41.286945,-73.75333,"1302-0049","RIBS Screening"
"4320","13-NORM-7.5",42.648429,-73.84917,"1311-0010","RIBS Screening"
"4321","13-POCA-3.1",41.108407,-73.845391,"1301-0109","RIBS Screening"
"4322","13-SILS-3.5",41.48575,-74.082195,"1303-0010","RIBS Screening"
"4323","13-UBOG-0.1",41.429195,-73.584752,"1302-0126","RIBS Screening"
"4324","15-WARI_T2-0.1",41.23038,-74.23191,"1501-0036","RIBS Screening"
"4325","01-LTON-7.5",42.89305,-78.16666,"0102-0001","TMDL"
"4326","04-BLAK-30.1",43.08883,-78.06738,"0402-0028","TMDL"
"4327","04-BLOW-0.4",43.06632,-78.06949,"0402-0016","TMDL"
"4328","13-VLY4-2.1",42.655647,-73.91748,"1311-0021","RIBS Screening"
"4329","13-WIXO-0.1",41.387869,-73.73261,"1302-0084","RIBS Screening"
"4330","13-LONG-5.9",41.21269,-74.33557,"1306-0082","RIBS Screening"
"4331","13-POCH-3.6",41.27555,-74.47194,"1306-0078","RIBS Screening"
"4332","13-RUTG-1.5",41.335792,-74.487986,"1306-0006","RIBS Screening"
"4333","13-WYNT-12.7",42.627427,-73.5613,"1301-0253","RIBS Screening"
"4334","15-DORO-0.3",41.033596,-73.976729,"1501-0032","RIBS Screening"
"4335","13-CORE-0.6",42.238467,-73.855017,"1301-0223","RIBS Screening"
"4336","13-LBEA-0.3",42.01944,-74.26667,"1307-0031","RIBS Screening"
"4337","13-ROND-51.2",41.88778,-74.46584,"1306-0092","RIBS Screening"
"4338","13-SDBG-12.7",41.6833,-74.5243,"1306-0114","RIBS Screening"
"4339","13-MURS-3.5",42.31669,-73.814768,"1301-0225","RIBS Screening"
"4340","13-WALK_T47-0.5",41.4575,-74.32694,"1306-0061","RIBS Screening"
"4341","13-MUDY-0.3",41.530674,-74.258322,"1306-0061","RIBS Screening"
"4342","11-FISC-6.6",43.095001,-73.613052,"1101-0065","Undefined"
"4343","13-WAPP_T4-1.2",41.6227,-73.8747,"1305-0016","RIBS Screening"
"4344","07-GRBR-0.3",42.97937,-77.3915,"0704-0034","Undefined"
"4345","07-SXML-0.7",42.43417,-76.50389,"0705-0059","Undefined"
"4346","13-ESOP-16.1",41.92889,-74.06611,"1307-0003","RIBS Screening"
"4347","13-TMIL-6.0",42.47528,-74.13167,"1309-0030","RIBS Screening"
"4348","13-WAPP_T1-0.1",41.593565,-73.92662,"1305-0012","RIBS Screening"
"4349","13-MUSC_T4-1.6",41.374622,-73.758651,"1302-0050","RIBS Screening"
"4350","13-NORM-16.9",42.68037,-73.90907,"1311-0002","RIBS Screening"
"4351","07-TGHN-3.5",42.53,-76.63699,"0705-0013","Undefined"
"4352","13-CATS-10.9",42.27889,-73.95971,"1309-0004","RIBS Screening"
"4353","03-CATF-1.3",43.49889,-76.31667,"0303-0099","Undefined"
"4354","13-KIND-24.4",42.49948,-73.54662,"1310-0017","RIBS Screening"
"4355","07-TRUM-2.8",42.5415,-76.6475,"0705-0071","Undefined"
"4356","16-BALD-0.6",42.332541,-73.429031,"1601-0033","RIBS Screening"
"4357","03-RICE-0.9",43.43667,-76.56111,"0302-0047","Undefined"
"4358","13-KRUM-1.0",42.65295,-73.83766,"1311-0010","RIBS Screening"
"4359","13-KIND-12.1",42.40266,-73.6469,"1310-0021","RIBS Screening"
"4360","13-NEWC-0.3",41.287207,-73.677806,"1302-0134","RIBS Screening"
"4361","13-QUAS-3.9",41.51167,-74.05556,"1301-0079","RIBS Screening"
"4362","13-KIND-32.7",42.48861,-73.45472,"1310-0022","Undefined"
"4363","13-PAKA-1.4",41.587482,-74.324983,"1306-0053","RIBS Screening"
"4364","13-CATS-32.8",42.47,-74.24499,"1309-0011","RIBS Screening"
"4365","13-STOH-1.0",41.908143,-74.100313,"1307-0026","RIBS Screening"
"4366","13-MNGO_N-0.8",41.21519,-74.02645,"1301-0120","RIBS Screening"
"4367","13-PATS_T1-0.1",42.67139,-73.75945,"1301-0030","RIBS Screening"
"4368","13-NORM-1.4",42.62076,-73.766628,"1311-0010","RIBS Screening"
"4369","13-SILS-0.4",41.45444,-74.05028,"1303-0010","RIBS Screening"
"4370","13-ROND_T37-0.8",41.735414,-74.359498,"1306-0089","RIBS Screening"
"4371","13-SKIL-4.7",42.00888,-74.0647,"1307-0017","RIBS Screening"
"4372","13-COBC-5.2",42.382962,-73.942571,"1309-0023","RIBS Screening"
"4373","13-LWAP-7.2",41.877876,-73.807196,"1305-0020","RIBS Screening"
"4374","13-STON-2.6",42.3706,-73.60759,"1310-0031","RIBS Screening"
"4375","13-WALK-15.0",41.72124,-74.132787,"1306-0040","RIBS Screening"
"4376","13-BEEC-1.4",41.287502,-74.0225,"1301-0160","RIBS Screening"
"4377","13-MNGO_S-1.1",41.194994,-74.03917,"1301-0090","RIBS Screening"
"4378","13-PEEK-8.2",41.37628,-73.82918,"1301-0139","RIBS Screening"
"4379","15-WARI_T1-0.6",41.21911,-74.2245,"1501-0036","RIBS Screening"
"4380","13-STON-6.5",42.39111,-73.56084,"1310-0031","Undefined"
"4381","08-LIZA-1.2",43.87222,-75.08052,"0801-0210","RIBS Screening"
"4382","08-OTTR-1.9",43.724306,-75.353369,"0801-0224","RIBS Screening"
"4383","03-BUFY-1.8",43.500919,-76.28553,"0303-0098","RIBS Screening"
"4384","03-SSAN_T8-0.1",43.77583,-76.04923,"0303-0021","RIBS Screening"
"4385","02-GOOS-2.9",42.09439,-79.37353,"0202-0023","RIBS Intensive"
"4386","02-BLHL-0.5",42.112,-78.4353,"0201-0050","RIBS Intensive"
"4387","10-ADKS12_2000-2.7",44.178333,-73.73277,"1004-0072","ADKS Acid Survey"
"4388","10-ADKS12_2012-2.8",44.165556,-73.9025,"1004-0056","ADKS Acid Survey"
"4389","10-ADKS12_240-0.1",44.080556,-73.491389,"1001-0025","ADKS Acid Survey"
"4390","11-UHUD_T281-0.2",42.986,-73.605,"1101-0064","RIBS Screening"
"4391","13-VDER-2.4",42.757,-73.65,"1301-0272","RIBS Screening"
"4392","11-KYET-7.5",43.07514,-74.142633,"1104-0040","RIBS Screening"
"4393","13-CDRP-1.7",41.2268,-73.98465,"1301-0062","RIBS Screening"
"4394","13-MNGO-2.2",41.2073,-73.99549,"1301-0089","RIBS Screening"
"4395","15-HACK_E-1.5",41.13114,-73.95028,"1501-0030","PEERS"
"4396","15-PASC-0.3",41.05972,-74.03611,"1501-0015","PEERS"
"4397","05-COHO-1.4",42.16751,-77.10477,"0502-0010","RIBS Screening"
"4398","05-DRYR-2.4",42.05207,-76.89672,"0501-0013","RIBS Screening"
"4399","05-DRYW-0.4",42.009574,-76.588894,"0501-0018","RIBS Screening"
"4400","05-GOLT-2.9",42.09648,-76.757103,"0501-0024","RIBS Screening"
"4401","05-GOLT-3.9",42.109632,-76.757261,"0501-0024","Undefined"
"4402","05-SEEL-9.5",42.01472,-76.89332,"0501-0013","RIBS Screening"
"4403","15-HACK_W-1.4",41.17139,-73.96944,"1501-0029","PEERS"
"4404","05-STEO-0.6",42.10653,-77.1458,"0503-0011","RIBS Screening"
"4405","15-HACK_WT5-0.1",41.18189,-73.99913,"1501-0009","PEERS"
"4406","05-CHAN-0.7",42.32424,-77.638653,"0503-0001","RIBS Screening"
"4407","15-HACK-2.8",41.08611,-73.96278,"1501-0026","PEERS"
"4408","15-NAUR-0.3",41.05889,-73.99193,"1501-0010","PEERS"
"4409","08-BLCK_T69-0.5",43.670289,-75.37628,"0801-0318","RIBS Screening"
"4410","07-DUCH-0.2",42.864159,-76.508049,"0706-0003","Undefined"
"4411","02-CHAD-2.2",42.11245,-79.20303,"0202-0018","Undefined"
"4412","02-STIL-7.2",42.032,-79.28099,"0202-0029","RIBS Intensive"
"4413","10-ADKS12_257-0.7",44.41706,-73.912503,"1003-0071","ADKS Acid Survey"
"4414","11-KYET-11.3",43.0755,-74.09849,"1104-0040","Undefined"
"4415","02-CLER-8.6",42.25766,-79.15351,"0202-0047","Undefined"
"4416","10-ADKS12_249-4.7",44.178889,-73.494722,"1001-0023","ADKS Acid Survey"
"4417","08-CDON-4.1",43.867568,-75.41966,"0801-0313","RIBS Screening"
"4418","03-DERK-2.6",43.590274,-76.171418,"0303-0066","RIBS Screening"
"4419","02-GOOS-2.9",42.09439,-79.37353,"0202-0023","Undefined"
"4420","10-ADKS12_78-0.8",44.23,-73.736389,"1004-0071","ADKS Acid Survey"
"4421","11-ADKS12_113-0.8",44.001389,-73.721389,"1104-0191","ADKS Acid Survey"
